Frequency (Hz)	Level (dB)
2820.849609	-63.201473
2826.232910	-62.299858
2831.616211	-58.131386
2836.999512	-56.100853
2842.382813	-60.135883
2847.766113	-66.542557
2853.149414	-67.584991
2858.532715	-65.299927
2863.916016	-67.517570
2869.299316	-68.851044
2874.682617	-66.172668
2880.065918	-66.147812
2885.449219	-69.343033
2890.832520	-70.346939
2896.215820	-67.921249
2901.599121	-64.576714
2906.982422	-66.312531
2912.365723	-68.052795
2917.749023	-64.305687
2923.132324	-63.260483
2928.515625	-66.872925
2933.898926	-69.477844
2939.282227	-68.709625
2944.665527	-65.986237
2950.048828	-61.350567
2955.432129	-59.454472
2960.815430	-55.309086
2966.198730	-52.065361
2971.582031	-54.382931
2976.965332	-57.775639
2982.348633	-56.124176
2987.731934	-51.861767
2993.115234	-52.087280
2998.498535	-52.232899
3003.881836	-52.715683
3009.265137	-57.436577
3014.648438	-60.944660
3020.031738	-64.590424
3025.415039	-67.606201
3030.798340	-67.251938
3036.181641	-68.675163
3041.564941	-70.481598
3046.948242	-69.561234
3052.331543	-67.386238
3057.714844	-65.196564
3063.098145	-66.556046
3068.481445	-68.699028
3073.864746	-68.629929
3079.248047	-67.346733
3084.631348	-63.478386
3090.014648	-61.141617
3095.397949	-61.054962
3100.781250	-66.073723
3106.164551	-68.027657
3111.547852	-63.992409
3116.931152	-58.930477
3122.314453	-59.088688
3127.697754	-62.224392
3133.081055	-64.497002
3138.464355	-64.466171
3143.847656	-64.346207
3149.230957	-62.550781
3154.614258	-60.663815
3159.997559	-58.049015
3165.380859	-54.546055
3170.764160	-55.848869
3176.147461	-57.855450
3181.530762	-54.279537
3186.914063	-55.650784
3192.297363	-61.487015
3197.680664	-65.457115
3203.063965	-67.360062
3208.447266	-63.994637
3213.830566	-64.997849
3219.213867	-68.251221
3224.597168	-65.367271
3229.980469	-64.805908
3235.363770	-63.002090
3240.747070	-64.246338
3246.130371	-70.168579
3251.513672	-71.864983
3256.896973	-70.500519
3262.280273	-65.661621
3267.663574	-64.476089
3273.046875	-63.914253
3278.430176	-60.445728
3283.813477	-62.723984
3289.196777	-68.886398
3294.580078	-71.155380
3299.963379	-71.033028
3305.346680	-69.658134
3310.729980	-64.592484
3316.113281	-64.462784
3321.496582	-68.654335
3326.879883	-67.470528
3332.263184	-62.760086
3337.646484	-60.319725
3343.029785	-58.208035
3348.413086	-58.819733
3353.796387	-64.328636
3359.179688	-64.260788
3364.562988	-60.659489
3369.946289	-62.249062
3375.329590	-68.467079
3380.712891	-70.579674
3386.096191	-71.386047
3391.479492	-72.026810
3396.862793	-71.947838
3402.246094	-72.474686
3407.629395	-72.902832
3413.012695	-68.693985
3418.395996	-64.029457
3423.779297	-64.825249
3429.162598	-67.486565
3434.545898	-70.924362
3439.929199	-72.434639
3445.312500	-71.914688
3450.695801	-70.470802
3456.079102	-62.286446
3461.462402	-56.504612
3466.845703	-58.049046
3472.229004	-58.436855
3477.612305	-58.613636
3482.995605	-63.741272
3488.378906	-70.299873
3493.762207	-69.000107
3499.145508	-67.286354
3504.528809	-67.122528
3509.912109	-63.233929
