Frequency (Hz)	Level (dB)
2287.902832	-58.139988
2293.286133	-62.455135
2298.669434	-61.990986
2304.052734	-60.484928
2309.436035	-59.360966
2314.819336	-54.084923
2320.202637	-52.199688
2325.585938	-57.924191
2330.969238	-58.964245
2336.352539	-60.400154
2341.735840	-59.565262
2347.119141	-53.796783
2352.502441	-49.138557
2357.885742	-47.367477
2363.269043	-45.864693
2368.652344	-44.935226
2374.035645	-49.272503
2379.418945	-53.478035
2384.802246	-53.668552
2390.185547	-56.797905
2395.568848	-62.006630
2400.952148	-64.625702
2406.335449	-66.006378
2411.718750	-64.379768
2417.102051	-60.673267
2422.485352	-62.570396
2427.868652	-64.963600
2433.251953	-63.721767
2438.635254	-60.326530
2444.018555	-56.221256
2449.401855	-58.800583
2454.785156	-65.310982
2460.168457	-66.632935
2465.551758	-65.591972
2470.935059	-62.885014
2476.318359	-60.860565
2481.701660	-59.053890
2487.084961	-55.576469
2492.468262	-52.581501
2497.851563	-54.536274
2503.234863	-59.924335
2508.618164	-63.836937
2514.001465	-64.070122
2519.384766	-57.473145
2524.768066	-57.477509
2530.151367	-62.389431
2535.534668	-64.094360
2540.917969	-67.317497
2546.301270	-67.175072
2551.684570	-65.275200
2557.067871	-64.246765
2562.451172	-65.412560
2567.834473	-66.551613
2573.217773	-66.035423
2578.601074	-64.768372
2583.984375	-60.546787
2589.367676	-60.321209
2594.750977	-58.937870
2600.134277	-60.380989
2605.517578	-62.395073
2610.900879	-61.075542
2616.284180	-58.359665
2621.667480	-60.277588
2627.050781	-60.381916
2632.434082	-58.192337
2637.817383	-52.814400
2643.200684	-50.001595
2648.583984	-52.759518
2653.967285	-53.714005
2659.350586	-50.674698
2664.733887	-50.223000
2670.117188	-52.897316
2675.500488	-54.075306
2680.883789	-56.574726
2686.267090	-60.460785
2691.650391	-63.737450
2697.033691	-64.211395
2702.416992	-64.489655
2707.800293	-68.204300
2713.183594	-67.256783
2718.566895	-65.674980
2723.950195	-65.547356
2729.333496	-66.747002
2734.716797	-63.730003
2740.100098	-57.958782
2745.483398	-58.031715
2750.866699	-64.534363
2756.250000	-69.403786
2761.633301	-68.664452
2767.016602	-66.392441
2772.399902	-63.685989
2777.783203	-60.235905
2783.166504	-58.843822
2788.549805	-61.690029
2793.933105	-62.930340
2799.316406	-61.578030
2804.699707	-60.757755
2810.083008	-62.151161
2815.466309	-64.331474
2820.849609	-64.734001
2826.232910	-63.228676
2831.616211	-62.464966
2836.999512	-58.253849
2842.382813	-60.503464
2847.766113	-67.550819
2853.149414	-67.904495
2858.532715	-65.086136
2863.916016	-67.985085
2869.299316	-70.121307
2874.682617	-68.038017
2880.065918	-67.756683
2885.449219	-69.305290
2890.832520	-68.642944
2896.215820	-63.667690
2901.599121	-59.105225
2906.982422	-61.517487
2912.365723	-66.071762
2917.749023	-63.280300
2923.132324	-62.552101
2928.515625	-66.296577
2933.898926	-66.918411
2939.282227	-67.008293
2944.665527	-65.639778
2950.048828	-62.113327
2955.432129	-61.200584
2960.815430	-56.989193
2966.198730	-53.797882
2971.582031	-56.887936
2976.965332	-60.663837
2982.348633	-59.339172
2987.731934	-54.855038
2993.115234	-53.900974
2998.498535	-52.322678
3003.881836	-53.039612
3009.265137	-58.233746
3014.648438	-61.102425
3020.031738	-63.254646
3025.415039	-60.240627
3030.798340	-56.667309
3036.181641	-60.029366
3041.564941	-67.759193
3046.948242	-67.394531
3052.331543	-66.384636
3057.714844	-65.174637
3063.098145	-66.545509
3068.481445	-68.164734
3073.864746	-67.259514
3079.248047	-66.716743
3084.631348	-63.723835
3090.014648	-62.540997
3095.397949	-63.081657
3100.781250	-64.818230
3106.164551	-64.680504
3111.547852	-61.884975
3116.931152	-57.415142
3122.314453	-57.483086
3127.697754	-60.703190
3133.081055	-61.378059
3138.464355	-59.912701
3143.847656	-59.006252
3149.230957	-58.495155
3154.614258	-57.264771
3159.997559	-54.750423
3165.380859	-50.788330
3170.764160	-52.119026
3176.147461	-56.051624
3181.530762	-54.052845
3186.914063	-55.857803
3192.297363	-62.581131
3197.680664	-66.410622
3203.063965	-66.305801
3208.447266	-61.713898
3213.830566	-62.942596
3219.213867	-68.197464
3224.597168	-68.604836
3229.980469	-66.885574
3235.363770	-64.679161
3240.747070	-65.534103
3246.130371	-70.005783
3251.513672	-72.174377
3256.896973	-71.554100
3262.280273	-68.475273
3267.663574	-67.607956
3273.046875	-67.048401
3278.430176	-64.590202
3283.813477	-66.815414
3289.196777	-69.209702
3294.580078	-68.194855
3299.963379	-69.896393
3305.346680	-70.536064
3310.729980	-64.520973
3316.113281	-64.357681
3321.496582	-69.377403
3326.879883	-68.870468
3332.263184	-64.599693
3337.646484	-62.766785
3343.029785	-61.958309
3348.413086	-62.722363
3353.796387	-66.345848
3359.179688	-62.507542
3364.562988	-56.100044
3369.946289	-57.233768
3375.329590	-66.347649
3380.712891	-69.752518
3386.096191	-70.433769
3391.479492	-65.274796
3396.862793	-63.237614
3402.246094	-66.724930
3407.629395	-70.960381
3413.012695	-70.643517
3418.395996	-67.126991
3423.779297	-65.884331
3429.162598	-67.240616
3434.545898	-70.837875
3439.929199	-71.942940
3445.312500	-71.114105
3450.695801	-69.145546
3456.079102	-63.501839
3461.462402	-57.787830
3466.845703	-59.310658
3472.229004	-62.210693
3477.612305	-63.659878
3482.995605	-68.083252
3488.378906	-69.576614
3493.762207	-61.356110
3499.145508	-56.460884
3504.528809	-60.277508
3509.912109	-62.438744
3515.295410	-56.668957
3520.678711	-53.967274
3526.062012	-56.840195
3531.445313	-60.555779
3536.828613	-60.272976
3542.211914	-56.246086
3547.595215	-54.263618
3552.978516	-53.339676
3558.361816	-54.624653
3563.745117	-57.902214
3569.128418	-54.752911
3574.511719	-53.711872
3579.895020	-56.802898
3585.278320	-61.385872
3590.661621	-63.670727
3596.044922	-64.443237
3601.428223	-60.828659
3606.811523	-61.191273
3612.194824	-66.956215
3617.578125	-68.290054
3622.961426	-68.976158
3628.344727	-68.161125
3633.728027	-65.305901
3639.111328	-66.685226
3644.494629	-70.421371
3649.877930	-71.138252
3655.261230	-64.981613
3660.644531	-61.052544
3666.027832	-61.716663
3671.411133	-63.457275
3676.794434	-67.887848
3682.177734	-71.673576
3687.561035	-74.204605
3692.944336	-72.427307
3698.327637	-71.488419
3703.710938	-73.693794
3709.094238	-71.467636
3714.477539	-67.328804
3719.860840	-64.974281
3725.244141	-58.536335
3730.627441	-56.298252
3736.010742	-59.753960
3741.394043	-64.723305
3746.777344	-65.030655
3752.160645	-62.614548
3757.543945	-61.775837
3762.927246	-65.877800
3768.310547	-69.506531
3773.693848	-66.523582
3779.077148	-69.946907
3784.460449	-73.957916
3789.843750	-71.163811
3795.227051	-72.158653
3800.610352	-73.170807
3805.993652	-65.154770
3811.376953	-59.557674
3816.760254	-60.621078
3822.143555	-65.865616
3827.526855	-70.990494
3832.910156	-71.470856
3838.293457	-70.817261
3843.676758	-68.509163
3849.060059	-65.986214
3854.443359	-70.010490
3859.826660	-74.128685
3865.209961	-72.652229
3870.593262	-70.511436
3875.976563	-67.035973
3881.359863	-59.370968
3886.743164	-57.680546
3892.126465	-63.313660
3897.509766	-67.426765
3902.893066	-68.364975
3908.276367	-70.756882
3913.659668	-71.540390
3919.042969	-69.196121
3924.426270	-59.350983
3929.809570	-56.772232
3935.192871	-62.987072
3940.576172	-68.095146
3945.959473	-66.266602
3951.342773	-64.508179
3956.726074	-62.194954
3962.109375	-60.297916
3967.492676	-61.449848
3972.875977	-62.271851
3978.259277	-59.588837
3983.642578	-61.816807
3989.025879	-66.614098
3994.409180	-64.675514
3999.792480	-64.619385
4005.175781	-61.257866
4010.559082	-56.459625
4015.942383	-56.458038
4021.325684	-60.758503
4026.708984	-62.608643
4032.092285	-64.905876
4037.475586	-61.506096
4042.858887	-58.244213
4048.242188	-61.756771
4053.625488	-68.284897
4059.008789	-69.270134
4064.392090	-66.639900
4069.775391	-66.728889
4075.158691	-65.558395
4080.541992	-62.724773
4085.925293	-63.928711
4091.308594	-69.609459
4096.691895	-71.667755
4102.075195	-70.831734
4107.458496	-68.125969
4112.841797	-62.544052
4118.225098	-61.412991
4123.608398	-65.806519
4128.991699	-71.355492
4134.375000	-73.318405
4139.758301	-72.877838
4145.141602	-71.960388
4150.524902	-70.832481
4155.908203	-70.915016
4161.291504	-69.364738
4166.674805	-64.281960
4172.058105	-63.212097
4177.441406	-62.725128
4182.824707	-57.595726
4188.208008	-56.107651
4193.591309	-58.203518
4198.974609	-56.621780
4204.357910	-59.171543
4209.741211	-60.751770
4215.124512	-59.627613
4220.507813	-63.686672
4225.891113	-68.016747
4231.274414	-65.559174
4236.657715	-64.174042
4242.041016	-61.149586
4247.424316	-57.414406
4252.807617	-56.908630
4258.190918	-61.429035
4263.574219	-65.604576
4268.957520	-66.180397
4274.340820	-67.154968
4279.724121	-62.459713
4285.107422	-59.061779
4290.490723	-62.689960
4295.874023	-69.638435
4301.257324	-70.282516
4306.640625	-69.654388
4312.023926	-69.802658
4317.407227	-64.898018
4322.790527	-62.868896
4328.173828	-63.774628
4333.557129	-67.922279
4338.940430	-70.373146
4344.323730	-72.123184
4349.707031	-72.449348
4355.090332	-71.246971
4360.473633	-70.338081
4365.856934	-70.997047
4371.240234	-68.023682
4376.623535	-65.486389
4382.006836	-68.522125
4387.390137	-73.944878
4392.773438	-74.770538
4398.156738	-74.351791
4403.540039	-73.226974
4408.923340	-70.052704
4414.306641	-66.027382
4419.689941	-67.117943
4425.073242	-71.669411
4430.456543	-70.508331
4435.839844	-71.166199
4441.223145	-71.157249
4446.606445	-71.354553
4451.989746	-70.965523
4457.373047	-70.639534
4462.756348	-71.093552
4468.139648	-72.627625
4473.522949	-73.803970
4478.906250	-73.842644
4484.289551	-73.717041
4489.672852	-72.953896
4495.056152	-70.621414
4500.439453	-64.247711
4505.822754	-59.594006
4511.206055	-60.683346
4516.589355	-65.981544
4521.972656	-71.680267
4527.355957	-73.248199
4532.739258	-73.252747
4538.122559	-74.217308
4543.505859	-74.497169
4548.889160	-72.933212
4554.272461	-72.080139
4559.655762	-69.842957
4565.039063	-67.338921
4570.422363	-66.281845
4575.805664	-65.707779
4581.188965	-68.387634
4586.572266	-71.369553
4591.955566	-74.012627
4597.338867	-75.212090
4602.722168	-75.181717
4608.105469	-75.576492
4613.488770	-69.569412
4618.872070	-64.046394
4624.255371	-66.907745
4629.638672	-72.005936
4635.021973	-73.491074
4640.405273	-75.389854
4645.788574	-76.162743
4651.171875	-77.838310
4656.555176	-77.357277
4661.938477	-76.000656
4667.321777	-75.760895
4672.705078	-75.666847
4678.088379	-72.108734
4683.471680	-72.102539
4688.854980	-69.971657
4694.238281	-67.699547
4699.621582	-67.788589
4705.004883	-69.305038
4710.388184	-67.842712
4715.771484	-66.029861
4721.154785	-66.508720
4726.538086	-61.270187
4731.921387	-59.752666
4737.304688	-64.325882
4742.687988	-67.548393
4748.071289	-62.930710
4753.454590	-62.394352
4758.837891	-64.743118
4764.221191	-63.413792
4769.604492	-61.060852
4774.987793	-61.598747
4780.371094	-67.329773
4785.754395	-68.797668
4791.137695	-67.053787
4796.520996	-67.947655
4801.904297	-63.711418
4807.287598	-58.033501
4812.670898	-58.254269
4818.054199	-65.711838
4823.437500	-71.940552
4828.820801	-73.504028
4834.204102	-73.613968
4839.587402	-74.515587
4844.970703	-72.973068
4850.354004	-67.485863
4855.737305	-67.299835
4861.120605	-71.387711
4866.503906	-74.144608
4871.887207	-74.737717
4877.270508	-74.897926
4882.653809	-75.579407
4888.037109	-74.375633
4893.420410	-73.165451
4898.803711	-73.691147
4904.187012	-73.258636
4909.570313	-70.009277
4914.953613	-71.087601
4920.336914	-77.097534
4925.720215	-79.052689
4931.103516	-77.312492
4936.486816	-77.157242
4941.870117	-77.497452
4947.253418	-72.974815
4952.636719	-65.932739
4958.020020	-64.287956
4963.403320	-69.036018
4968.786621	-72.234818
4974.169922	-69.828941
