Frequency (Hz)	Level (dB)
4107.458496	-60.083462
4112.841797	-64.617210
4118.225098	-67.363968
4123.608398	-67.267136
4128.991699	-67.074738
4134.375000	-66.365356
4139.758301	-64.101166
4145.141602	-62.630978
4150.524902	-59.124561
4155.908203	-58.276703
4161.291504	-58.195271
4166.674805	-58.149273
4172.058105	-59.205544
4177.441406	-61.040459
4182.824707	-63.860481
4188.208008	-62.605621
4193.591309	-63.377106
4198.974609	-66.271095
4204.357910	-64.136391
4209.741211	-65.456482
4215.124512	-68.364464
4220.507813	-67.137802
4225.891113	-67.181549
4231.274414	-68.652939
4236.657715	-69.418465
4242.041016	-69.766655
4247.424316	-69.696564
4252.807617	-69.325897
4258.190918	-68.424927
4263.574219	-67.029419
4268.957520	-63.388374
4274.340820	-57.810955
4279.724121	-54.509914
4285.107422	-54.814152
4290.490723	-55.270866
4295.874023	-56.067356
4301.257324	-57.711746
4306.640625	-57.558945
4312.023926	-59.560516
4317.407227	-59.309849
4322.790527	-57.187759
4328.173828	-57.868126
4333.557129	-59.962963
4338.940430	-61.141800
4344.323730	-63.347164
4349.707031	-63.808292
4355.090332	-65.501335
4360.473633	-67.978767
4365.856934	-67.394768
4371.240234	-66.350998
4376.623535	-65.229485
4382.006836	-65.136322
4387.390137	-64.098816
4392.773438	-64.063904
4398.156738	-62.620319
4403.540039	-60.038204
4408.923340	-58.186401
4414.306641	-60.795570
4419.689941	-64.291283
4425.073242	-65.280167
4430.456543	-67.023804
4435.839844	-68.616180
4441.223145	-68.353851
4446.606445	-68.584564
4451.989746	-69.365082
4457.373047	-69.795334
4462.756348	-70.022339
4468.139648	-70.029030
4473.522949	-69.795410
4478.906250	-69.286491
4484.289551	-63.914120
4489.672852	-61.684917
4495.056152	-65.816238
4500.439453	-69.942589
4505.822754	-70.624504
4511.206055	-70.842392
4516.589355	-70.899757
4521.972656	-71.170944
4527.355957	-71.002274
4532.739258	-70.584839
4538.122559	-68.760223
4543.505859	-66.392807
4548.889160	-64.481361
4554.272461	-66.341133
4559.655762	-69.336937
4565.039063	-70.251701
4570.422363	-70.249985
4575.805664	-70.247581
4581.188965	-69.883110
4586.572266	-69.267860
4591.955566	-67.111877
4597.338867	-67.723015
4602.722168	-69.786591
4608.105469	-69.561485
4613.488770	-68.713051
4618.872070	-65.315559
4624.255371	-64.824745
4629.638672	-66.861763
4635.021973	-67.998863
4640.405273	-69.182854
4645.788574	-70.615913
4651.171875	-71.458900
4656.555176	-71.471718
4661.938477	-71.281349
4667.321777	-69.736130
4672.705078	-67.486763
4678.088379	-65.076431
4683.471680	-63.652168
4688.854980	-65.327744
4694.238281	-67.833412
4699.621582	-69.033997
4705.004883	-69.088097
4710.388184	-68.068794
4715.771484	-68.152992
4721.154785	-68.235245
4726.538086	-68.790398
4731.921387	-70.861259
4737.304688	-71.558304
4742.687988	-71.174454
4748.071289	-71.349960
4753.454590	-72.170242
4758.837891	-71.987259
4764.221191	-71.230995
4769.604492	-71.270073
4774.987793	-71.577843
4780.371094	-72.066200
4785.754395	-73.363373
4791.137695	-73.591309
4796.520996	-73.140160
4801.904297	-73.731949
4807.287598	-74.107674
4812.670898	-74.445351
4818.054199	-75.116615
4823.437500	-75.831871
4828.820801	-75.649529
4834.204102	-75.492928
4839.587402	-75.638618
4844.970703	-75.817093
4850.354004	-75.701714
4855.737305	-76.649757
4861.120605	-76.991684
4866.503906	-76.226700
4871.887207	-76.227852
4877.270508	-76.527771
4882.653809	-76.986618
4888.037109	-78.310013
4893.420410	-79.057838
4898.803711	-78.852379
4904.187012	-79.214279
4909.570313	-80.181648
4914.953613	-80.227570
4920.336914	-78.789192
4925.720215	-78.744095
